supplier_id,supplier_name,category,region,on_time_delivery_pct,quality_score,cost_variance_pct,avg_lead_time_days,defect_rate_pct,compliance_score,risk_score,total_orders,avg_order_value_usd,late_deliveries,contract_breach_count,supplier_performance_score,supplier_segment
SUP1581,Supplier_581,Chemicals,Middle East,89.95,71.7,4.14,17.4,6.69,83.24,78.33,104,119499.93,8,4,68.22,Approved
SUP1582,Supplier_582,Raw Materials,North America,86.05,77.76,2.86,38.9,1.24,89.2,96.28,488,97915.43,7,0,72.79,Preferred
SUP1583,Supplier_583,Raw Materials,APAC,84.84,60.88,-7.87,7.2,2.41,76.44,12.67,150,68512.93,38,1,76.22,Preferred
SUP1584,Supplier_584,Packaging,Europe,74.09,72.04,3.72,22.9,1.99,85.17,42.06,343,145721.47,39,4,74.89,Preferred
SUP1585,Supplier_585,Chemicals,North America,93.66,80.11,-0.5,30.8,2.98,87.97,48.09,122,19559.02,2,2,81.29,Preferred
SUP1586,Supplier_586,Mechanical Parts,India,78.85,62.25,5.18,13.1,2.04,88.44,37.63,118,183315.87,46,0,74.3,Preferred
SUP1587,Supplier_587,Raw Materials,India,99.16,79.64,-0.28,59.2,3.91,62.08,36.32,371,9025.47,39,4,79.57,Preferred
SUP1588,Supplier_588,Mechanical Parts,North America,85.37,97.08,-3.99,16.5,3.26,94.39,5.23,354,192658.28,32,3,89.53,Strategic
SUP1589,Supplier_589,Raw Materials,North America,65.05,64.22,-7.63,12.2,7.89,78.33,68.55,298,95159.34,31,4,58.61,Approved
SUP1590,Supplier_590,Raw Materials,North America,87.05,90.58,-2.13,16.2,0.45,70.5,43.62,106,85470.64,6,3,82.35,Preferred
SUP1591,Supplier_591,Raw Materials,India,73.0,76.39,-7.58,47.3,1.14,69.67,19.48,455,55006.58,18,3,76.46,Preferred
SUP1592,Supplier_592,Chemicals,India,87.45,86.21,-5.58,28.4,0.42,79.32,81.6,344,6963.87,33,1,75.98,Preferred
SUP1593,Supplier_593,Electronics,North America,62.79,70.41,14.68,36.1,5.01,95.47,80.26,25,58584.1,13,1,61.17,Approved
SUP1594,Supplier_594,Mechanical Parts,Middle East,67.0,66.38,1.1,6.2,0.44,75.13,48.64,53,26332.99,49,4,71.55,Preferred
SUP1595,Supplier_595,Chemicals,Middle East,94.23,66.42,3.3,6.9,6.69,89.99,29.85,451,133665.06,46,4,76.5,Preferred
SUP1596,Supplier_596,Chemicals,APAC,69.09,62.82,11.84,29.5,4.1,63.87,63.81,385,67219.62,45,2,60.33,Approved
SUP1597,Supplier_597,Chemicals,Europe,93.48,67.43,14.89,49.9,4.22,79.04,28.82,239,154599.97,18,0,74.07,Preferred
SUP1598,Supplier_598,Chemicals,Middle East,71.17,86.57,4.57,53.7,4.49,99.67,23.6,399,45348.66,25,0,79.98,Preferred
SUP1599,Supplier_599,Chemicals,India,85.72,95.27,10.31,9.8,1.37,90.82,73.05,117,180545.8,16,4,78.45,Preferred
SUP1600,Supplier_600,Packaging,Middle East,87.77,92.57,-1.83,34.6,1.58,68.42,4.03,226,106981.4,27,1,87.61,Strategic
SUP1601,Supplier_601,Mechanical Parts,APAC,80.51,87.41,-2.36,55.2,2.55,80.06,9.48,408,27328.71,18,2,84.31,Preferred
SUP1602,Supplier_602,Chemicals,APAC,72.21,64.42,0.07,26.3,4.75,69.34,0.68,269,83164.82,26,0,74.69,Preferred
SUP1603,Supplier_603,Mechanical Parts,Europe,68.51,71.57,6.81,50.6,1.68,76.38,15.29,321,45318.3,47,4,75.46,Preferred
SUP1604,Supplier_604,Packaging,Middle East,61.33,72.39,7.05,12.4,0.93,91.2,6.9,329,43938.66,18,1,78.03,Preferred
SUP1605,Supplier_605,Packaging,India,72.16,70.0,-2.12,56.4,7.76,90.85,99.58,205,103742.1,32,1,60.83,Approved
SUP1606,Supplier_606,Mechanical Parts,India,86.13,80.6,-6.67,46.3,0.18,69.12,28.88,487,136018.94,6,1,80.54,Preferred
SUP1607,Supplier_607,Raw Materials,North America,97.53,81.42,5.81,56.8,6.42,96.89,14.93,427,182765.55,28,3,83.87,Preferred
SUP1608,Supplier_608,Electronics,India,94.85,74.28,-6.79,42.2,6.3,83.7,24.1,484,102921.59,42,1,77.89,Preferred
SUP1609,Supplier_609,Raw Materials,Europe,90.64,74.15,4.46,25.0,2.38,75.2,93.61,104,193338.56,4,4,69.72,Approved
SUP1610,Supplier_610,Raw Materials,Europe,91.54,93.14,7.34,56.6,1.09,80.08,52.02,65,188618.8,29,2,82.09,Preferred
SUP1611,Supplier_611,Raw Materials,India,86.6,91.57,7.52,20.2,1.17,84.2,36.48,41,173687.19,48,4,83.27,Preferred
SUP1612,Supplier_612,Chemicals,India,70.41,72.31,8.84,23.3,5.58,82.4,87.34,240,102495.57,42,1,61.71,Approved
SUP1613,Supplier_613,Packaging,North America,96.29,96.55,11.82,43.5,5.14,79.46,39.5,381,32476.27,7,2,80.52,Preferred
SUP1614,Supplier_614,Raw Materials,India,86.83,98.11,2.5,47.1,6.26,80.2,33.5,18,47491.37,41,0,81.23,Preferred
SUP1615,Supplier_615,Packaging,North America,82.42,73.07,8.26,56.1,7.5,67.06,20.73,200,131295.65,11,0,70.84,Preferred
SUP1616,Supplier_616,Mechanical Parts,North America,64.44,74.18,5.48,16.3,5.54,92.51,37.78,370,87242.22,41,4,70.68,Preferred
SUP1617,Supplier_617,Electronics,India,77.88,80.23,-5.33,48.9,1.25,81.67,31.67,209,33626.32,12,2,79.18,Preferred
SUP1618,Supplier_618,Mechanical Parts,APAC,78.41,97.64,-9.36,45.6,1.95,65.24,67.73,343,98403.82,25,4,73.88,Preferred
SUP1619,Supplier_619,Mechanical Parts,APAC,94.58,95.05,-2.89,8.5,6.74,90.65,28.96,170,8398.96,17,2,84.05,Preferred
SUP1620,Supplier_620,Chemicals,North America,81.87,64.1,1.08,26.3,1.67,97.3,57.72,96,148109.6,41,2,75.44,Preferred
SUP1621,Supplier_621,Electronics,India,75.22,75.71,5.43,20.6,0.58,97.89,6.59,30,19348.35,48,4,84.22,Preferred
SUP1622,Supplier_622,Mechanical Parts,APAC,99.07,82.13,11.25,21.7,5.63,74.76,19.13,320,127677.16,19,2,79.64,Preferred
SUP1623,Supplier_623,Mechanical Parts,India,64.43,80.13,-5.09,59.1,3.22,65.42,40.74,85,159637.01,15,1,70.1,Preferred
SUP1624,Supplier_624,Electronics,India,76.9,67.75,-6.86,40.4,7.36,80.74,93.69,450,30865.56,36,2,59.8,Approved
SUP1625,Supplier_625,Electronics,India,61.68,94.35,14.09,44.5,5.2,64.5,37.73,395,106134.54,2,2,68.6,Approved
SUP1626,Supplier_626,Mechanical Parts,Middle East,89.6,87.08,-7.3,58.7,0.72,97.36,66.41,150,156918.17,26,4,80.9,Preferred
SUP1627,Supplier_627,Electronics,India,96.72,93.52,1.96,25.7,7.58,67.34,25.51,135,55823.52,14,0,80.67,Preferred
SUP1628,Supplier_628,Mechanical Parts,Middle East,71.2,94.35,4.64,49.1,2.07,70.11,12.7,260,36768.74,33,3,81.54,Preferred
SUP1629,Supplier_629,Mechanical Parts,North America,94.33,89.93,3.53,28.9,2.7,76.27,5.85,397,70679.73,44,2,87.87,Strategic
SUP1630,Supplier_630,Chemicals,APAC,71.69,77.57,-7.85,52.8,3.22,75.33,30.54,93,113166.34,21,3,73.46,Preferred
SUP1631,Supplier_631,Raw Materials,APAC,96.43,84.42,-8.57,14.9,0.41,91.79,15.77,443,117179.52,39,2,88.63,Strategic
SUP1632,Supplier_632,Mechanical Parts,APAC,90.16,66.41,-7.36,57.1,3.97,78.25,17.4,380,30520.89,22,4,77.09,Preferred
SUP1633,Supplier_633,Packaging,APAC,92.2,86.95,4.64,17.0,0.99,66.83,76.08,57,94225.93,48,4,76.02,Preferred
SUP1634,Supplier_634,Raw Materials,APAC,60.72,67.17,3.61,22.9,3.21,70.69,1.58,388,57315.03,3,2,73.05,Preferred
SUP1635,Supplier_635,Raw Materials,APAC,98.51,87.76,-4.16,46.6,2.81,80.36,55.78,87,169194.72,40,4,81.2,Preferred
SUP1636,Supplier_636,Raw Materials,APAC,89.07,69.18,5.94,26.7,6.18,65.9,37.95,39,66147.15,22,4,70.79,Preferred
SUP1637,Supplier_637,Chemicals,North America,72.19,64.7,10.5,38.5,6.43,84.47,50.65,294,168547.38,46,2,64.72,Approved
SUP1638,Supplier_638,Mechanical Parts,India,93.18,66.61,-8.96,29.5,1.23,82.63,56.28,145,88570.1,8,0,74.98,Preferred
SUP1639,Supplier_639,Chemicals,Europe,71.26,60.08,2.45,45.8,2.93,88.59,31.34,149,146684.22,23,2,72.76,Preferred
SUP1640,Supplier_640,Mechanical Parts,Middle East,94.91,88.75,7.23,17.6,2.99,97.51,29.51,50,104461.74,20,0,85.96,Strategic
SUP1641,Supplier_641,Chemicals,Europe,64.5,89.3,-3.69,8.2,1.21,96.49,73.34,495,126282.71,40,4,74.61,Preferred
SUP1642,Supplier_642,Chemicals,Europe,88.15,80.6,-2.31,21.5,6.39,97.84,87.13,291,82094.52,45,0,71.71,Preferred
SUP1643,Supplier_643,Packaging,India,81.63,66.45,5.34,31.1,5.66,69.79,19.26,59,154800.32,15,4,72.34,Preferred
SUP1644,Supplier_644,Chemicals,India,63.86,63.34,12.45,14.2,1.52,65.26,9.76,267,87911.93,24,0,69.87,Approved
SUP1645,Supplier_645,Electronics,India,69.68,60.77,10.25,24.5,2.93,72.09,89.78,320,94205.02,25,0,58.95,Approved
SUP1646,Supplier_646,Packaging,APAC,60.5,66.63,4.58,27.0,0.85,95.8,34.99,369,105947.34,48,2,73.68,Preferred
SUP1647,Supplier_647,Chemicals,North America,78.75,95.63,8.26,8.2,5.03,98.88,55.13,449,167205.7,44,0,77.65,Preferred
SUP1648,Supplier_648,Raw Materials,APAC,72.05,69.66,-0.88,37.1,0.97,94.37,35.95,279,133578.89,8,4,77.96,Preferred
SUP1649,Supplier_649,Electronics,North America,83.93,74.17,6.02,53.6,7.89,64.4,12.58,143,73086.28,14,2,72.6,Preferred
SUP1650,Supplier_650,Electronics,North America,71.89,64.21,1.65,13.3,6.25,97.9,58.93,243,135712.33,38,0,68.13,Approved
SUP1651,Supplier_651,Electronics,Europe,72.0,68.89,-5.25,37.9,3.12,76.93,52.51,137,130273.18,32,2,69.19,Approved
SUP1652,Supplier_652,Packaging,Europe,89.73,80.77,7.54,41.6,4.63,60.37,20.3,113,186548.76,0,3,76.74,Preferred
SUP1653,Supplier_653,Chemicals,North America,61.93,84.31,3.91,28.1,7.29,77.7,45.19,263,169076.21,4,2,67.97,Approved
SUP1654,Supplier_654,Chemicals,North America,96.12,69.81,-1.03,43.6,4.43,61.84,79.69,104,131252.15,8,3,69.07,Approved
SUP1655,Supplier_655,Raw Materials,APAC,94.09,62.31,12.78,27.6,1.4,81.76,59.04,346,71593.89,43,3,72.27,Preferred
SUP1656,Supplier_656,Raw Materials,APAC,86.71,75.64,-9.48,32.8,3.03,73.54,9.69,226,157017.41,5,2,79.29,Preferred
SUP1657,Supplier_657,Electronics,Europe,83.73,69.37,-2.11,5.4,6.75,78.94,54.8,70,117165.62,27,4,69.51,Approved
SUP1658,Supplier_658,Raw Materials,India,95.69,68.78,-8.58,43.0,5.15,84.53,70.27,489,197127.65,44,4,70.53,Preferred
SUP1659,Supplier_659,Packaging,North America,67.41,98.39,9.16,41.4,5.21,94.75,79.27,277,53263.7,25,4,70.81,Preferred
SUP1660,Supplier_660,Chemicals,APAC,63.16,84.65,7.55,7.1,6.93,86.48,62.91,250,20532.89,27,1,66.29,Approved
SUP1661,Supplier_661,Electronics,Europe,69.58,82.28,-1.72,25.3,7.15,77.36,15.27,22,18628.9,39,3,74.61,Preferred
SUP1662,Supplier_662,Raw Materials,APAC,91.78,76.63,6.89,58.8,7.36,92.78,71.02,156,129805.93,14,2,70.94,Preferred
SUP1663,Supplier_663,Packaging,North America,61.39,77.16,-0.1,28.1,0.76,96.22,67.73,437,188155.74,5,4,73.12,Preferred
SUP1664,Supplier_664,Packaging,North America,83.31,81.64,8.91,32.6,4.35,64.79,2.44,249,5376.72,26,4,78.57,Preferred
SUP1665,Supplier_665,Raw Materials,Middle East,99.82,87.86,1.35,55.0,5.92,81.28,41.17,98,146525.35,37,2,81.61,Preferred
SUP1666,Supplier_666,Chemicals,India,94.23,88.09,0.31,44.4,6.06,71.38,33.3,104,133127.71,3,3,80.14,Preferred
SUP1667,Supplier_667,Raw Materials,Middle East,80.86,66.87,13.37,37.0,4.85,61.88,66.94,324,147799.32,10,2,62.31,Approved
SUP1668,Supplier_668,Electronics,Europe,62.55,80.0,-3.73,48.9,1.33,86.74,21.61,302,74304.05,20,1,77.96,Preferred
SUP1669,Supplier_669,Raw Materials,APAC,93.25,76.48,-6.99,52.5,6.38,94.51,59.09,34,164996.81,29,1,74.27,Preferred
SUP1670,Supplier_670,Packaging,Europe,83.96,94.82,4.61,30.1,5.76,66.52,91.32,281,13717.85,17,2,68.83,Approved
SUP1671,Supplier_671,Raw Materials,North America,64.6,85.26,14.23,31.1,0.69,92.5,79.78,175,152309.06,34,3,69.41,Approved
SUP1672,Supplier_672,Chemicals,Middle East,63.75,81.3,-0.55,26.2,3.71,94.14,92.15,436,57079.03,2,4,67.69,Approved
SUP1673,Supplier_673,Mechanical Parts,Middle East,96.39,64.62,-8.45,58.2,1.39,96.57,97.85,259,97983.37,11,1,71.14,Preferred
SUP1674,Supplier_674,Raw Materials,Middle East,86.77,84.23,-1.52,43.3,2.7,70.61,1.07,96,165414.07,26,1,85.02,Strategic
SUP1675,Supplier_675,Chemicals,Europe,93.17,64.69,2.65,9.6,0.14,96.16,62.27,151,57915.01,29,3,78.61,Preferred
SUP1676,Supplier_676,Chemicals,North America,95.16,73.49,-5.95,52.5,3.2,72.83,41.28,143,41115.46,20,1,76.91,Preferred
SUP1677,Supplier_677,Packaging,APAC,82.87,65.71,6.45,31.4,4.4,82.09,85.99,482,137856.07,37,1,65.22,Approved
SUP1678,Supplier_678,Chemicals,APAC,80.7,87.68,14.94,8.8,4.96,62.02,25.18,288,109012.0,20,3,73.18,Preferred
SUP1679,Supplier_679,Chemicals,Europe,77.22,68.25,1.29,35.2,5.31,61.76,98.1,135,105308.75,37,2,60.22,Approved
SUP1680,Supplier_680,Chemicals,Middle East,72.68,75.67,-1.13,27.9,6.69,88.81,61.37,325,55070.06,39,4,69.17,Approved
SUP1681,Supplier_681,Chemicals,India,77.38,95.83,0.02,53.3,1.72,77.78,79.35,405,11801.66,14,4,76.34,Preferred
SUP1682,Supplier_682,Electronics,Europe,90.96,68.17,-7.12,16.2,0.96,70.25,8.56,150,85002.48,17,1,80.94,Preferred
SUP1683,Supplier_683,Electronics,Europe,84.08,80.31,12.08,50.5,6.81,67.62,18.35,365,25779.1,28,4,73.05,Preferred
SUP1684,Supplier_684,Packaging,North America,95.7,76.77,0.37,35.7,1.25,86.8,75.84,112,181667.88,47,2,78.4,Preferred
SUP1685,Supplier_685,Raw Materials,APAC,77.74,60.72,-0.32,8.0,7.8,60.02,2.2,235,13043.81,37,1,70.39,Preferred
SUP1686,Supplier_686,Chemicals,Europe,84.28,91.71,6.49,58.5,6.74,92.24,81.69,399,89171.92,20,4,71.89,Preferred
SUP1687,Supplier_687,Raw Materials,Europe,85.25,62.76,1.05,33.2,4.01,63.17,1.39,72,15187.89,16,0,76.94,Preferred
SUP1688,Supplier_688,Raw Materials,Middle East,83.67,78.97,6.21,21.0,7.85,67.66,65.71,303,23631.06,40,0,66.24,Approved
SUP1689,Supplier_689,Packaging,Middle East,88.11,82.43,-8.46,30.8,0.78,75.45,36.51,393,133479.0,17,0,80.16,Preferred
SUP1690,Supplier_690,Chemicals,India,69.5,85.14,10.34,52.2,2.42,79.39,61.15,315,131186.7,36,0,70.87,Preferred
SUP1691,Supplier_691,Chemicals,North America,80.49,87.55,13.51,21.8,5.11,74.2,69.6,263,11445.18,37,0,68.54,Approved
SUP1692,Supplier_692,Mechanical Parts,India,64.17,70.13,6.22,15.6,2.8,72.83,34.25,189,5220.64,11,1,69.7,Approved
SUP1693,Supplier_693,Raw Materials,Middle East,75.38,60.4,13.86,12.1,7.43,98.56,10.8,49,20369.53,10,3,70.52,Preferred
SUP1694,Supplier_694,Raw Materials,APAC,79.51,88.94,-6.21,21.4,0.53,85.66,6.96,273,153784.79,47,3,86.52,Strategic
SUP1695,Supplier_695,Electronics,Middle East,86.09,81.43,1.94,47.9,4.4,60.94,58.89,198,118992.41,48,1,72.21,Preferred
SUP1696,Supplier_696,Mechanical Parts,North America,98.02,93.44,5.05,30.9,4.73,77.21,52.07,17,12433.06,19,1,80.39,Preferred
SUP1697,Supplier_697,Electronics,Middle East,84.03,92.86,4.54,17.5,5.22,95.0,74.22,113,100178.92,8,2,75.76,Preferred
SUP1698,Supplier_698,Electronics,North America,89.74,93.73,0.04,14.1,2.05,72.06,50.97,234,143845.72,0,3,81.97,Preferred
SUP1699,Supplier_699,Electronics,North America,80.25,79.4,-1.55,23.3,2.92,63.78,42.24,43,174445.52,2,0,74.76,Preferred
SUP1700,Supplier_700,Packaging,North America,85.36,73.35,-6.83,56.7,6.75,90.34,39.81,245,187137.12,20,1,73.46,Preferred
SUP1701,Supplier_701,Packaging,North America,62.84,91.66,-0.21,23.9,1.56,84.24,2.64,472,68850.91,22,0,84.24,Preferred
SUP1702,Supplier_702,Electronics,North America,70.18,78.05,-5.93,59.3,6.61,82.81,33.56,237,31487.32,8,3,71.06,Preferred
SUP1703,Supplier_703,Mechanical Parts,APAC,74.47,67.34,8.36,31.7,4.5,62.14,97.6,197,51200.55,18,4,58.13,Approved
SUP1704,Supplier_704,Raw Materials,India,78.9,94.2,-4.78,14.9,6.1,65.62,87.36,322,156353.44,44,4,67.48,Approved
SUP1705,Supplier_705,Mechanical Parts,Europe,61.83,95.3,-8.54,54.0,5.71,84.9,32.94,492,194439.42,45,1,73.8,Preferred
SUP1706,Supplier_706,Chemicals,India,65.6,78.65,3.81,30.3,1.66,68.31,58.78,439,95946.76,18,2,69.69,Approved
SUP1707,Supplier_707,Packaging,North America,71.07,63.03,4.88,44.0,4.55,80.16,84.73,31,64543.88,22,0,61.83,Approved
SUP1708,Supplier_708,Raw Materials,APAC,98.86,75.51,11.8,59.1,6.94,81.8,44.13,352,88692.16,26,1,73.76,Preferred
SUP1709,Supplier_709,Raw Materials,Middle East,73.25,92.14,4.42,7.8,3.46,71.34,1.8,49,64438.56,26,2,81.99,Preferred
SUP1710,Supplier_710,Chemicals,APAC,79.28,96.07,-1.36,10.3,7.73,97.94,7.45,182,55015.07,38,0,84.27,Preferred
SUP1711,Supplier_711,Chemicals,North America,67.84,68.14,10.08,44.6,3.62,93.7,51.04,448,120781.4,35,3,68.75,Approved
SUP1712,Supplier_712,Electronics,APAC,84.43,62.68,3.51,20.5,1.14,88.89,96.94,188,8068.52,11,4,68.38,Approved
SUP1713,Supplier_713,Packaging,APAC,71.23,95.09,-8.02,15.1,3.12,63.12,69.32,95,55612.69,26,2,70.12,Preferred
SUP1714,Supplier_714,Packaging,North America,68.28,75.58,4.15,7.2,7.61,64.25,7.09,142,133969.51,45,0,70.68,Preferred
SUP1715,Supplier_715,Mechanical Parts,APAC,80.66,81.67,12.7,6.2,2.56,79.71,18.94,360,11252.23,33,1,78.33,Preferred
SUP1716,Supplier_716,Electronics,Europe,60.22,98.72,-0.09,47.6,6.94,66.43,77.13,22,21224.35,32,0,66.16,Approved
SUP1717,Supplier_717,Electronics,Europe,60.31,62.66,-2.59,12.4,7.05,99.13,84.14,37,62212.25,27,1,60.16,Approved
SUP1718,Supplier_718,Electronics,APAC,68.76,85.93,-6.41,30.7,2.8,66.34,61.77,93,176171.94,30,4,69.64,Approved
SUP1719,Supplier_719,Electronics,Middle East,61.47,62.96,-6.21,38.3,0.67,79.5,64.44,490,154152.8,31,4,65.83,Approved
SUP1720,Supplier_720,Packaging,North America,64.32,75.02,0.82,28.6,5.8,74.56,2.83,473,9320.54,49,0,74.55,Preferred
SUP1721,Supplier_721,Packaging,Europe,73.55,92.15,4.89,6.5,2.49,85.58,82.85,327,102834.0,19,0,72.88,Preferred
SUP1722,Supplier_722,Electronics,Middle East,92.1,77.34,-7.98,48.1,6.26,65.16,78.83,358,58564.06,39,1,66.66,Approved
SUP1723,Supplier_723,Mechanical Parts,APAC,82.88,99.89,13.49,5.6,3.54,77.21,25.9,352,131485.9,34,1,80.8,Preferred
SUP1724,Supplier_724,Raw Materials,Middle East,80.51,82.36,8.88,46.9,3.88,70.99,70.87,289,145703.01,30,2,69.19,Approved
SUP1725,Supplier_725,Raw Materials,India,71.74,72.85,4.67,54.1,6.22,95.51,21.49,363,173258.2,30,2,74.63,Preferred
SUP1726,Supplier_726,Mechanical Parts,Europe,97.27,68.8,10.71,28.8,3.06,61.62,4.03,272,97706.17,37,2,78.88,Preferred
SUP1727,Supplier_727,Electronics,APAC,75.88,74.02,-8.0,34.5,3.55,96.55,20.11,175,198917.77,21,0,77.99,Preferred
SUP1728,Supplier_728,Packaging,North America,63.48,74.9,1.92,31.2,3.01,93.32,17.86,302,196097.29,44,2,77.33,Preferred
SUP1729,Supplier_729,Raw Materials,APAC,84.68,62.75,5.75,26.4,2.94,71.9,33.77,77,177022.51,40,0,72.91,Preferred
SUP1730,Supplier_730,Chemicals,North America,64.55,74.78,10.72,53.8,4.21,91.57,41.84,235,117099.55,8,4,69.87,Approved
SUP1731,Supplier_731,Chemicals,APAC,73.81,78.57,9.59,54.2,6.47,61.25,50.85,179,82611.26,8,3,65.31,Approved
SUP1732,Supplier_732,Mechanical Parts,Middle East,80.3,88.91,-3.07,23.5,2.89,98.67,47.68,95,76055.33,14,4,81.14,Preferred
SUP1733,Supplier_733,Electronics,Middle East,94.97,86.27,13.52,38.8,4.19,81.06,27.07,142,7364.33,12,0,80.16,Preferred
SUP1734,Supplier_734,Raw Materials,Middle East,79.74,88.35,-6.89,56.0,5.37,72.13,2.92,457,53589.03,21,0,79.97,Preferred
SUP1735,Supplier_735,Electronics,India,88.09,60.33,11.88,57.9,2.16,74.5,60.51,187,145167.61,15,3,68.48,Approved
SUP1736,Supplier_736,Raw Materials,North America,99.71,68.71,14.27,33.0,2.22,62.66,39.57,499,122708.26,31,1,74.07,Preferred
SUP1737,Supplier_737,Mechanical Parts,Middle East,65.26,86.47,-5.57,29.9,7.47,99.57,29.87,352,183702.33,1,1,74.25,Preferred
SUP1738,Supplier_738,Mechanical Parts,India,70.99,79.36,8.05,20.3,5.79,61.57,86.69,261,14754.34,25,1,60.61,Approved
SUP1739,Supplier_739,Chemicals,North America,75.78,60.21,-8.99,57.7,4.62,86.2,74.67,24,35278.94,13,2,63.41,Approved
SUP1740,Supplier_740,Electronics,APAC,76.87,92.18,0.14,12.9,5.18,77.71,85.78,232,158902.54,37,1,70.83,Preferred
SUP1741,Supplier_741,Chemicals,India,76.44,90.91,2.91,36.9,0.23,97.96,49.5,388,74908.99,33,2,83.0,Preferred
SUP1742,Supplier_742,Electronics,Europe,96.3,81.94,4.52,20.5,4.94,69.84,13.09,210,28077.34,7,2,81.78,Preferred
SUP1743,Supplier_743,Chemicals,India,88.56,62.66,13.4,20.3,4.08,81.28,69.62,116,199307.85,35,1,66.45,Approved
SUP1744,Supplier_744,Packaging,India,84.32,90.66,6.81,27.3,4.37,79.29,20.61,259,158513.81,20,1,81.13,Preferred
SUP1745,Supplier_745,Packaging,North America,72.37,83.35,2.03,59.9,2.88,88.11,44.12,446,84704.5,45,3,77.04,Preferred
SUP1746,Supplier_746,Packaging,APAC,92.95,91.28,10.24,8.0,0.65,62.72,6.5,418,165552.76,42,3,85.77,Strategic
SUP1747,Supplier_747,Packaging,Europe,98.2,90.07,13.76,36.8,1.55,67.75,82.53,98,137717.75,27,2,74.17,Preferred
SUP1748,Supplier_748,Raw Materials,Middle East,92.85,92.12,-9.45,9.5,7.61,68.58,12.59,134,159045.08,45,3,79.2,Preferred
SUP1749,Supplier_749,Packaging,Middle East,60.06,80.72,14.56,13.5,3.27,89.53,90.31,122,163965.24,43,2,62.44,Approved
SUP1750,Supplier_750,Mechanical Parts,India,85.46,65.61,-7.85,29.2,3.73,67.57,86.42,478,21522.09,47,0,63.86,Approved
SUP1751,Supplier_751,Mechanical Parts,North America,62.05,86.85,10.36,33.1,0.42,82.94,46.46,146,126479.71,5,2,74.17,Preferred
SUP1752,Supplier_752,Raw Materials,North America,70.3,84.82,-2.99,19.2,0.3,68.61,74.44,256,6323.18,19,2,71.71,Preferred
SUP1753,Supplier_753,Packaging,Middle East,62.38,89.69,-6.7,22.4,5.74,94.46,61.94,175,13473.97,30,3,70.15,Preferred
SUP1754,Supplier_754,Packaging,Europe,84.15,66.8,1.0,9.8,4.3,97.69,80.31,159,181276.1,32,0,70.74,Preferred
SUP1755,Supplier_755,Packaging,APAC,87.46,67.8,6.1,21.7,4.07,80.74,43.18,372,107874.93,43,4,73.55,Preferred
SUP1756,Supplier_756,Chemicals,Europe,64.58,95.62,-0.48,58.2,1.94,74.09,78.58,352,148500.89,6,4,72.29,Preferred
SUP1757,Supplier_757,Electronics,APAC,75.35,90.0,-8.64,57.0,5.96,69.36,46.25,442,168507.69,7,4,71.25,Preferred
SUP1758,Supplier_758,Chemicals,Middle East,78.25,96.33,4.99,23.4,1.35,61.99,94.1,77,190169.42,8,0,70.98,Preferred
SUP1759,Supplier_759,Electronics,APAC,74.76,90.35,12.56,36.4,1.52,70.74,48.64,230,174523.81,1,1,74.3,Preferred
SUP1760,Supplier_760,Packaging,North America,64.84,83.89,-0.42,55.0,3.69,86.17,46.26,280,99245.73,16,0,74.35,Preferred
SUP1761,Supplier_761,Packaging,India,76.76,86.17,-4.59,5.3,2.29,81.34,78.51,330,70514.21,44,3,72.49,Preferred
SUP1762,Supplier_762,Chemicals,India,90.05,95.57,1.06,49.6,1.98,97.76,82.16,319,35126.18,36,2,81.45,Preferred
SUP1763,Supplier_763,Chemicals,Middle East,62.84,83.15,-8.79,57.2,5.16,75.85,55.45,423,83062.69,41,2,66.76,Approved
SUP1764,Supplier_764,Electronics,North America,63.21,85.3,10.51,10.0,5.21,87.75,17.98,358,76466.25,43,3,74.23,Preferred
SUP1765,Supplier_765,Mechanical Parts,Europe,74.19,66.26,10.66,13.9,6.6,79.57,46.78,29,114117.09,16,3,65.23,Approved
SUP1766,Supplier_766,Electronics,North America,97.67,78.96,4.7,57.8,3.34,80.5,96.81,298,134774.33,37,2,71.96,Preferred
SUP1767,Supplier_767,Chemicals,India,86.74,88.66,-1.17,34.6,0.58,70.71,75.3,498,195773.47,34,1,77.23,Preferred
SUP1768,Supplier_768,Chemicals,India,87.15,70.84,9.99,5.8,2.19,78.2,81.12,109,147035.31,46,1,68.87,Approved
SUP1769,Supplier_769,Raw Materials,North America,74.48,68.09,3.87,19.2,7.84,78.83,3.28,261,130530.96,38,1,72.97,Preferred
SUP1770,Supplier_770,Chemicals,North America,83.75,72.55,10.65,29.7,4.77,88.27,46.79,479,70343.02,29,3,72.33,Preferred
SUP1771,Supplier_771,Raw Materials,India,60.41,69.66,5.79,43.1,5.68,97.63,64.66,86,11728.26,5,2,65.05,Approved
SUP1772,Supplier_772,Mechanical Parts,Europe,85.44,68.6,9.61,45.3,0.06,73.17,83.0,144,61184.4,3,2,69.09,Approved
SUP1773,Supplier_773,Electronics,Middle East,96.53,76.99,4.96,59.7,4.15,61.69,4.93,401,154847.34,36,2,81.26,Preferred
SUP1774,Supplier_774,Electronics,Middle East,84.5,96.31,0.35,20.8,0.3,79.85,85.24,421,45028.03,34,0,78.99,Preferred
SUP1775,Supplier_775,Raw Materials,North America,94.95,80.28,13.95,34.6,4.55,81.78,54.84,182,143876.7,8,0,74.11,Preferred
